1457,    10
1458,    8
1460,    4
1461,    0
1462,    5
1463,    8
1464,    6
1465,    2
1466,    3
1467,    12
1468,    4
1469,    10
147,    5
1470,    2
1471,    4
1472,    6
1473,    4
1474,    27
1475,    2
1476,    9
1477,    50
1478,    4
1479,    39
148,    19
1480,    4
1481,    2
1482,    12
1483,    3
1484,    5
1485,    4
1486,    5
1487,    12
1488,    3
1489,    28
149,    7
1490,    4
1491,    15
1492,    5
1493,    5
1494,    3
1495,    12
1496,    7
1497,    10
1498,    5
1499,    4
15,    7
150,    0
1500,    14
1502,    12
1503,    3
1504,    7
1505,    1
1506,    7
1507,    3
1508,    3
1509,    7
151,    23
1510,    1
1511,    2
1512,    3
1513,    7
1514,    2
1515,    10
1516,    20
1517,    8
1519,    4
1520,    9
1521,    9
1522,    16
1524,    1
1525,    2
1526,    5
1529,    17
153,    3
1530,    4
1531,    5
1533,    3
1534,    24
1535,    4
1536,    12
1537,    15
1538,    8
1539,    11
154,    4
1540,    19
1541,    8
1542,    10
1543,    3
1544,    2
1545,    3
1546,    4
1547,    6
1548,    3
1549,    7
155,    2
1550,    2
1551,    6
1553,    3
1554,    1
1555,    5
1556,    1
1557,    12
1558,    12
1559,    0
156,    4
1560,    2
1561,    1
1562,    2
1563,    10
1564,    4
1565,    3
1567,    7
1568,    4
1569,    7
157,    0
1570,    2
1571,    2
1572,    5
1573,    4
1574,    10
1575,    4
1576,    11
1577,    14
1578,    1
1579,    4
158,    4
1580,    13
1581,    1
1582,    7
1583,    1
1584,    2
1586,    3
1587,    2
1588,    3
1589,    1
159,    3
1591,    2
1592,    12
1593,    5
1594,    3
1595,    9
1596,    9
1597,    8
1598,    4
16,    2
160,    10
1600,    1
1601,    2
1602,    9
1603,    4
1604,    2
1605,    3
1606,    16
1607,    4
1609,    16
161,    2
1610,    13
1611,    6
1612,    3
1613,    6
1614,    4
1615,    5
1616,    13
1619,    11
162,    4
1620,    0
1621,    18
1622,    11
1623,    4
1624,    5
1625,    3
1626,    2
1627,    2
1628,    2
1629,    3
163,    6
1630,    3
1631,    1
1632,    5
1633,    5
1634,    1
1635,    3
1636,    8
1637,    7
1638,    10
1639,    5
164,    4
1640,    1
1641,    4
1642,    24
1643,    0
1644,    1
1645,    5
1646,    2
1647,    10
1648,    1
1649,    3
1650,    9
1651,    4
1652,    5
1653,    3
1654,    4
1655,    10
1656,    8
1657,    12
1658,    3
1659,    3
166,    2
1660,    22
1662,    4
1663,    4
1664,    10
1665,    7
1666,    3
1667,    0
1668,    7
1669,    4
167,    4
1670,    15
1671,    20
1672,    3
1673,    5
1674,    4
1675,    8
1676,    4
1677,    1
1678,    16
1679,    14
168,    9
1680,    6
1681,    7
1682,    20
1684,    7
1685,    8
1687,    4
1688,    0
1689,    7
169,    4
1691,    6
1692,    2
1693,    4
1694,    5
1695,    3
1696,    1
1698,    2
17,    1
170,    6
1700,    6
1701,    3
1702,    4
1703,    1
1704,    5
1705,    5
1706,    7
1707,    6
1708,    2
1709,    8
171,    0
1710,    7
1711,    2
1712,    10
1713,    3
1714,    3
1715,    5
1716,    3
1718,    7
1719,    9
172,    5
1720,    4
1721,    2
1722,    11
1723,    1
1724,    19
1725,    18
1726,    6
1727,    3
1728,    1
1729,    3
173,    3
1730,    5
1731,    1
1732,    7
1733,    2
1734,    3
1735,    9
1739,    5
174,    8
1740,    2
1741,    16
1742,    4
1743,    4
1744,    4
1745,    19
1746,    0
1747,    3
1748,    7
1749,    3
175,    3
1750,    1
1751,    6
1752,    4
1753,    4
1754,    3
1755,    3
1756,    1
1757,    7
1758,    9
1759,    11
176,    16
1760,    21
1761,    1
1762,    5
1763,    5
1764,    6
1765,    23
1766,    8
1767,    1
1768,    10
1769,    3
177,    2
1770,    4
1771,    6
1773,    1
1774,    5
1775,    9
1776,    6
1777,    8
1778,    5
1779,    7
178,    1
1780,    2
1782,    5
1783,    0
1784,    6
1785,    23
1786,    8
1787,    13
1788,    5
1789,    13
179,    3
1790,    8
1791,    6
1792,    2
1793,    7
1794,    14
1795,    1
1796,    5
1797,    8
1798,    2
1799,    7
18,    4
180,    5
1800,    6
1801,    4
1802,    4
1803,    15
1804,    10
1805,    2
1806,    3
1807,    8
1808,    0
1809,    13
181,    2
1810,    1
1811,    5
1812,    9
1813,    5
1814,    35
1815,    12
1816,    7
1817,    10
1818,    4
1819,    1
182,    5
1820,    3
1821,    1
1822,    0
1823,    17
1824,    7
1825,    4
1826,    13
1827,    7
1828,    5
1829,    4
183,    3
1830,    5
1831,    4
1832,    8
1833,    5
1834,    6
1835,    2
1836,    2
1837,    4
1838,    7
1839,    20
184,    3
1840,    8
1841,    5
1842,    3
1843,    12
1844,    5
1845,    1
1846,    2
1847,    0
1848,    5
1849,    2
185,    3
1850,    1
1851,    7
1852,    6
1853,    4
1854,    3
1855,    1
1856,    1
1857,    6
1858,    4
1859,    2
186,    1
1860,    9
1861,    9
1862,    4
1863,    2
1864,    2
1865,    9
1866,    3
1867,    20
1868,    1
1869,    5
187,    3
1870,    9
1871,    3
1872,    8
1873,    1
1874,    7
1875,    5
1876,    11
1877,    0
1878,    0
1879,    4
188,    13
1880,    7
1881,    16
1882,    3
1883,    2
1884,    6
1885,    3
1886,    1
1887,    6
1888,    2
1889,    4
189,    50
1890,    3
1891,    11
1892,    19
1893,    8
1894,    3
1895,    6
1896,    7
1897,    5
1898,    1
1899,    8
19,    5
190,    4
1900,    0
1901,    9
1902,    0
1903,    15
1904,    2
1905,    5
1906,    4
1907,    7
1908,    7
1909,    2
191,    2
1910,    4
1911,    5
1912,    5
1913,    1
1914,    8
1915,    1
1917,    3
1918,    2
1919,    1
192,    10
1920,    4
1921,    3
1922,    3
1923,    12
1924,    7
1925,    10
1926,    3
1927,    1
1928,    4
1929,    4
193,    4
1930,    10
1931,    0
1932,    5
1933,    9
1934,    1
1935,    5
1936,    2
1937,    2
1938,    9
1939,    5
194,    2
1940,    13
1941,    3
1942,    6
1943,    5
1944,    5
1945,    6
1946,    8
1947,    20
1948,    3
1949,    4
195,    8
1950,    5
1951,    5
1952,    5
1953,    5
1954,    8
1955,    13
1956,    9
1958,    3
1959,    6
196,    8
1960,    2
1961,    6
1962,    0
1963,    4
1964,    2
1965,    2
1966,    6
1967,    0
1968,    1
1969,    29
197,    11
1970,    8
1971,    3
1972,    0
1973,    20
1974,    5
1975,    7
1976,    6
1977,    5
1978,    2
1979,    2
198,    5
1980,    15
1981,    1
1982,    9
1983,    2
1985,    8
1986,    9
1987,    4
1988,    3
199,    1
1990,    2
1991,    4
1992,    3
1993,    6
1994,    3
1995,    6
1996,    2
1997,    4
1998,    4
1999,    9
2,    2
20,    11
200,    5
2000,    6
2001,    2
2003,    3
2004,    8
2005,    0
2006,    4
2007,    1
2008,    10
2009,    3
201,    2
2010,    11
2011,    4
2012,    6
2013,    3
2014,    3
2015,    0
2016,    5
2017,    4
2018,    5
2019,    1
202,    13
2020,    8
2021,    4
2022,    3
2023,    5
2024,    9
2025,    1
2026,    2
2027,    6
2028,    5
2029,    18
203,    1
2030,    10
2031,    1
2032,    9
2033,    2
2034,    7
2035,    3
2036,    8
2037,    5
2038,    9
2039,    11
204,    3
2040,    6
2041,    1
2042,    10
2044,    12
2045,    1
2046,    1
2048,    2
2049,    2
205,    11
2050,    5
2051,    5
2052,    1
2053,    3
2054,    1
2055,    7
2056,    7
2057,    3
2058,    5
2059,    6
206,    9
2060,    3
2061,    10
2062,    17
2063,    2
2064,    9
2065,    5
2066,    12
2067,    5
2068,    3
2069,    14
207,    8
2070,    40
2071,    36
2072,    3
2073,    9
2074,    2
2075,    9
2077,    8
2078,    3
2079,    0
208,    2
2080,    6
2081,    3
2082,    3
2083,    1
2084,    6
2085,    12
2088,    25
2089,    13
209,    28
2090,    3
2091,    3
2092,    4
2093,    0
2094,    4
2095,    2
2096,    5
2097,    3
2098,    3
2099,    3
21,    3
210,    34
2100,    1
2101,    0
2102,    2
2103,    2
2104,    8
2105,    3
2106,    8
2107,    5
2108,    16
2109,    1
211,    5
2110,    6
2112,    10
2113,    19
2114,    1
2115,    1
2116,    8
2117,    0
2118,    6
2119,    3
212,    4
2120,    2
2121,    2
2122,    3
2123,    4
2124,    5
2125,    1
2126,    5
2127,    5
2128,    5
2129,    7
213,    14
2130,    4
2131,    20
2132,    19
2133,    11
2134,    12
2135,    8
2136,    2
2137,    3
2138,    7
2139,    5
214,    6
2140,    8
2141,    5
2142,    7
2143,    32
2144,    6
2145,    4
2146,    30
2147,    2
2148,    7
2149,    5
215,    0
2150,    0
2151,    2
2152,    3
2153,    8
2154,    10
2155,    2
2156,    4
2157,    4
2158,    16
2159,    0
216,    21
2160,    6
2161,    1
2162,    14
2163,    8
2164,    6
2166,    10
2167,    7
2168,    8
2169,    14
217,    17
2170,    2
2171,    7
2172,    3
2173,    12
2174,    5
2175,    4
2176,    3
2177,    3
2178,    3
2179,    3
218,    11
2180,    2
2181,    10
2182,    3
2183,    0
2184,    11
2185,    9
2186,    2
2187,    5
2188,    3
2189,    2
219,    3
2190,    2
2191,    5
2192,    4
2193,    23
2194,    1
2195,    7
2196,    3
2197,    7
2198,    5
2199,    2
22,    10
220,    4
2200,    3
2201,    16
2202,    31
2203,    4
2204,    1
2205,    4
2206,    12
2207,    3
2208,    8
2209,    15
221,    24
2210,    2
2211,    22
2212,    8
2213,    3
2214,    0
2215,    8
2216,    5
2217,    1
2218,    8
2219,    6
222,    3
2220,    3
2221,    5
2222,    6
2223,    3
2224,    13
2225,    6
2226,    16
2227,    2
2228,    2
2229,    13
223,    3
2230,    6
2231,    16
2232,    6
2233,    9
2234,    12
2235,    3
2236,    15
2238,    1
224,    6
2240,    6
2241,    1
2242,    4
2243,    3
2244,    1
2245,    7
2248,    9
2249,    1
225,    4
2250,    4
2251,    4
2252,    7
2253,    15
2254,    8
2255,    5
2256,    5
2257,    6
2258,    18
2259,    19
226,    3
2260,    5
2261,    14
2262,    4
2263,    10
2264,    8
2265,    18
2266,    1
2267,    5
2268,    3
2269,    1
227,    3
2270,    4
2271,    4
2272,    2
2273,    4
2274,    14
2275,    2
2276,    1
2277,    3
2278,    3
2279,    9
228,    20
2280,    8
2281,    3
2282,    4
2283,    4
2284,    4
2285,    32
2286,    2
2287,    0
2288,    6
2289,    2
229,    4
2290,    1
2291,    11
2292,    4
2293,    10
2294,    7
2295,    3
2296,    7
2297,    4
2298,    5
2299,    1
23,    4
230,    9
2300,    2
2301,    17
2303,    7
2304,    7
2305,    4
2306,    1
2307,    13
2308,    8
2309,    2
231,    10
2310,    2
2311,    13
2312,    11
2314,    0
2315,    2
2316,    9
2317,    4
2318,    5
2319,    6
232,    1
2320,    1
2321,    11
2322,    5
2323,    1
2324,    4
2325,    10
2326,    3
2327,    27
2328,    14
2329,    9
233,    13
2330,    4
2331,    4
2332,    5
2333,    1
2334,    7
2335,    3
2336,    4
2337,    12
2338,    3
2339,    4
234,    1
2341,    4
2342,    6
2343,    3
2345,    7
2346,    2
2347,    4
2348,    5
2349,    5
235,    10
2350,    4
2351,    6
2352,    20
2353,    1
2355,    2
2356,    2
2357,    1
2358,    8
2359,    8
236,    7
2360,    2
2361,    1
2362,    7
2363,    9
2364,    2
2365,    13
2366,    2
2367,    1
2368,    3
2369,    5
237,    2
2370,    5
2371,    6
2372,    0
2373,    5
2374,    12
2375,    3
2376,    1
2377,    9
2378,    10
2379,    2
238,    3
2381,    16
2382,    13
2383,    4
2384,    4
2385,    0
2386,    0
2387,    5
239,    8
2390,    7
2391,    5
2392,    9
2393,    8
2394,    13
2395,    5
2396,    1
2397,    1
2398,    4
2399,    4
24,    9
240,    47
2400,    13
2401,    3
2402,    13
2403,    7
2404,    1
2405,    7
2406,    4
2407,    15
2408,    1
2409,    16
241,    6
2410,    6
2411,    15
2412,    3
2413,    3
2414,    8
2415,    8
2416,    9
2417,    12
2418,    6
2419,    1
242,    9
2420,    5
2421,    4
2422,    3
2423,    5
2424,    1
2425,    2
2426,    2
2427,    8
2428,    4
2429,    5
243,    4
2430,    0
2431,    16
2432,    8
2433,    6
2434,    9
2435,    3
2436,    4
2437,    1
2438,    20
2439,    0
244,    1
2440,    3
2441,    6
2442,    7
2443,    9
2444,    2
2446,    2
2447,    5
2448,    14
2449,    2
245,    11
2450,    0
2451,    6
2452,    3
2453,    4
2454,    6
2455,    4
2456,    24
2457,    12
2458,    4
2459,    20
2460,    3
2461,    4
2462,    4
2463,    2
2464,    8
2465,    8
2466,    6
2467,    7
2468,    2
2469,    8
247,    11
2470,    14
2471,    0
2472,    3
2473,    6
2474,    3
2475,    1
2476,    5
2477,    6
2478,    14
2479,    7
248,    4
2480,    15
2481,    4
2482,    8
2483,    11
2484,    2
2486,    24
2487,    4
2488,    12
2489,    4
249,    7
2490,    1
2491,    3
2492,    2
2493,    8
2494,    1
2495,    2
2496,    11
2497,    10
2498,    7
2499,    4
25,    0
250,    6
2500,    4
2501,    3
2503,    5
2504,    4
2505,    14
2506,    2
2507,    0
2508,    1
2509,    1
251,    18
2511,    2
2512,    1
2513,    5
2514,    2
2515,    4
2516,    5
2517,    6
2518,    5
2519,    5
252,    4
2520,    15
2521,    3
2522,    1
2523,    6
2524,    12
2525,    2
2526,    7
2527,    13
2528,    3
2529,    3
253,    29
2530,    3
2531,    9
2532,    2
2533,    3
2534,    10
2535,    6
2536,    6
2537,    6
2538,    9
2539,    3
254,    5
2540,    12
2541,    4
2542,    11
2543,    2
2544,    3
2545,    5
2546,    12
2547,    7
2548,    1
2549,    1
255,    4
2550,    6
2552,    8
2553,    12
2554,    7
2555,    3
2556,    8
2557,    7
2558,    6
2559,    9
256,    5
2560,    11
2561,    6
2562,    14
2563,    4
2564,    20
2565,    1
2566,    8
2567,    4
2569,    16
257,    1
2570,    0
2571,    10
2572,    3
2573,    7
2574,    11
2575,    5
2576,    6
2577,    5
2578,    1
2579,    12
258,    7
2580,    2
2581,    5
2582,    6
2583,    1
2584,    3
2585,    4
2586,    2
2587,    1
2588,    17
2589,    1
259,    7
2590,    4
2591,    1
2592,    1
2594,    4
2595,    2
2596,    7
2597,    1
2598,    9
2599,    1
26,    8
260,    4
2600,    19
2601,    2
2602,    8
2603,    9
2604,    33
2605,    5
2607,    1
2608,    7
261,    12
2610,    2
2612,    23
2613,    3
2614,    5
2617,    5
2618,    4
2619,    5
262,    7
2620,    2
2621,    3
2622,    2
2623,    12
2624,    1
2625,    2
2626,    4
2627,    1
2628,    1
2629,    2
263,    10
2630,    15
2631,    11
2632,    5
2633,    1
2634,    4
2635,    4
2636,    4
2637,    5
2638,    20
2639,    9
264,    8
2640,    2
2641,    5
2642,    17
2643,    1
2644,    3
2645,    4
2646,    3
2647,    12
2648,    1
2649,    2
265,    20
2650,    11
2651,    23
2652,    4
2653,    21
2654,    12
2655,    6
2656,    8
2657,    10
2658,    8
2659,    5
266,    22
2660,    9
2661,    3
2662,    3
2663,    15
2664,    5
2665,    5
2666,    6
2667,    5
2668,    5
2669,    49
267,    5
2670,    8
2671,    9
2672,    1
2673,    2
2674,    9
2675,    1
2676,    2
2677,    2
2678,    4
2679,    19
268,    15
2680,    5
2681,    19
2682,    3
2683,    5
2684,    17
2685,    14
2686,    7
2687,    6
2688,    3
2689,    21
269,    4
2690,    3
2691,    9
2692,    3
2693,    2
2694,    4
2695,    9
2696,    5
2697,    3
2698,    3
2699,    3
27,    2
270,    4
2700,    4
2701,    5
2703,    1
2704,    2
2706,    17
2707,    4
2708,    7
2709,    12
271,    6
2710,    5
2711,    4
2712,    6
2713,    4
2714,    20
2716,    3
2717,    4
2718,    3
2719,    5
272,    13
2720,    10
2721,    13
2722,    4
2723,    0
2724,    3
2725,    6
2726,    6
2727,    5
2728,    4
2729,    3
273,    17
2730,    4
2731,    4
2732,    6
2733,    9
2735,    4
2736,    3
2737,    9
2738,    9
2739,    19
2740,    20
2741,    23
2742,    1
2743,    3
2744,    3
2745,    1
2746,    4
2747,    6
2748,    3
2749,    15
275,    2
2750,    4
2751,    3
2752,    4
2753,    7
2754,    0
2755,    7
2756,    9
2757,    3
2758,    14
2759,    21
2760,    12
2761,    9
2762,    2
2763,    5
2764,    12
2765,    3
2766,    1
2767,    21
2768,    7
2769,    1
277,    4
2770,    1
2771,    2
2772,    18
2773,    2
2774,    13
2775,    7
2776,    7
2777,    4
2778,    3
278,    12
2780,    9
2781,    14
2782,    4
2783,    11
2784,    8
2785,    3
2786,    2
2787,    2
2788,    2
2789,    5
279,    4
2791,    6
2792,    9
2793,    5
2794,    1
2795,    2
2796,    7
2797,    3
28,    16
2800,    6
2801,    3
2802,    5
2803,    36
2804,    17
2805,    5
2806,    6
2807,    0
2809,    2
2810,    4
2811,    3
2812,    2
2813,    15
2814,    16
2815,    0
2816,    1
2817,    2
2818,    4
2819,    2
282,    2
2820,    11
2821,    0
2822,    9
2823,    3
2824,    1
2825,    6
2826,    3
2827,    4
2828,    2
2829,    4
283,    3
2830,    4
2832,    5
2833,    12
2834,    5
2835,    31
2836,    5
2837,    2
2838,    4
2839,    8
284,    15
2840,    5
2841,    12
2842,    9
2843,    6
2844,    5
2845,    3
2846,    10
2847,    5
2848,    7
2849,    1
285,    6
2850,    1
2851,    2
2852,    24
2853,    5
2854,    4
2855,    3
2856,    2
2857,    3
2858,    8
2859,    7
286,    2
2860,    13
2861,    8
2862,    9
2863,    6
2864,    11
2865,    4
2866,    6
2867,    2
2868,    3
2869,    2
287,    9
2870,    3
2871,    9
2872,    2
2873,    3
2874,    14
2875,    8
2876,    12
2877,    7
2878,    5
2879,    1
288,    13
2881,    1
2882,    4
2883,    8
2884,    11
2885,    1
2886,    5
2887,    9
2888,    4
2889,    11
289,    1
2890,    1
2891,    2
2892,    15
2893,    5
2894,    12
2896,    1
2897,    7
2898,    2
2899,    14
290,    3
2900,    3
2901,    3
2902,    1
2903,    5
2904,    5
2905,    7
2906,    6
2908,    4
2909,    3
291,    4
2910,    10
2911,    2
2912,    6
2913,    4
2914,    26
2915,    19
2916,    7
2917,    8
2918,    4
2919,    6
292,    2
2920,    1
2921,    4
2922,    6
2923,    6
2924,    6
2925,    13
2926,    5
2927,    13
2928,    23
2929,    5
2930,    4
2931,    3
2932,    26
2933,    6
2934,    8
2935,    1
2936,    2
2937,    17
2938,    4
2939,    1
294,    2
2940,    10
2941,    2
2942,    3
2944,    7
2945,    0
2946,    11
2948,    41
2949,    12
295,    2
2950,    4
2951,    2
2952,    12
2953,    3
2954,    4
2955,    6
2956,    6
2957,    15
2958,    6
2959,    5
2960,    6
2961,    2
2962,    6
2963,    1
2964,    3
2965,    16
2966,    8
2967,    2
2968,    6
2969,    4
297,    3
2970,    32
2971,    5
2972,    0
2973,    0
2974,    8
2975,    1
2976,    8
2977,    5
2978,    3
2979,    7
298,    3
2980,    1
2981,    1
2982,    2
2983,    12
2984,    4
2985,    2
2987,    4
2989,    5
299,    0
2992,    7
2993,    3
2994,    4
2995,    11
2996,    2
2997,    14
2998,    5
2999,    9
3,    3
30,    16
300,    4
3000,    10
3001,    6
3002,    17
3003,    7
3004,    12
3005,    5
3006,    7
3007,    7
3008,    4
3009,    7
301,    8
3010,    1
3011,    5
3012,    1
3013,    6
3014,    3
3015,    1
3016,    7
3017,    30
3018,    4
3019,    6
302,    1
3020,    5
3021,    7
3022,    3
3023,    8
3024,    9
3025,    3
3026,    11
3027,    1
3028,    11
3029,    5
303,    4
3030,    5
3031,    3
3032,    4
3033,    10
3034,    12
3035,    1
3036,    12
3037,    4
3038,    11
3039,    7
304,    5
3040,    5
3041,    13
3042,    4
3043,    1
3044,    2
3045,    4
3046,    3
3047,    8
3048,    6
3049,    1
305,    9
3050,    4
3051,    3
3052,    7
3053,    17
3054,    10
3055,    7
3056,    2
3057,    14
3058,    15
306,    3
3061,    17
3063,    5
3064,    3
3066,    3
3067,    7
3068,    5
3069,    2
307,    1
3070,    2
3071,    7
3073,    7
3074,    8
3075,    6
3077,    2
3079,    24
308,    20
3080,    3
3082,    15
3083,    6
3084,    3
3085,    1
3086,    6
3087,    13
3088,    2
3089,    2
309,    4
3090,    8
3091,    7
3092,    1
3093,    24
3094,    6
3095,    3
3096,    9
3097,    2
3098,    9
3099,    7
31,    4
310,    4
3100,    4
3102,    9
3103,    1
3104,    9
3105,    6
3106,    12
3107,    8
3108,    11
3109,    2
311,    33
3110,    7
3111,    8
3112,    2
3113,    4
3115,    6
3116,    2
3117,    67
3118,    8
312,    13
3120,    9
3121,    4
3122,    0
3123,    11
3124,    5
3125,    4
3126,    3
3127,    7
3128,    4
3129,    2
313,    7
3131,    6
3132,    5
3133,    13
3134,    4
3135,    1
3136,    7
3137,    13
3138,    5
3139,    2
314,    5
3140,    4
3141,    11
3142,    6
3143,    8
3144,    2
3145,    6
3146,    5
3147,    3
3148,    9
3149,    1
315,    1
3150,    15
3151,    11
3152,    5
3153,    9
3154,    5
3155,    12
3156,    5
3157,    3
3158,    6
3159,    0
316,    5
3160,    26
3161,    12
3162,    2
3163,    17
3164,    6
3165,    8
3166,    3
3167,    6
3168,    13
3169,    6
317,    3
3170,    7
3171,    4
3172,    6
3173,    11
3174,    2
3175,    18
3176,    27
3177,    1
3178,    2
3179,    3
318,    2
3180,    3
3181,    1
3182,    2
3183,    1
3184,    5
3185,    4
3186,    5
3187,    4
3188,    3
3189,    5
319,    3
3190,    4
3191,    3
3192,    1
3193,    1
3194,    9
3195,    8
3196,    4
3197,    5
3198,    24
3199,    5
3200,    13
3201,    2
3202,    2
3203,    0
3204,    4
3205,    5
3206,    1
3207,    6
3208,    2
3209,    8
321,    1
3210,    0
3211,    1
3212,    4
3213,    5
3214,    3
3215,    1
3216,    5
3217,    2
3218,    3
3219,    3
322,    3
3220,    7
3221,    6
3222,    4
3223,    4
3224,    5
3225,    4
3226,    5
3227,    4
3228,    8
3229,    6
323,    3
3230,    7
3232,    3
3233,    6
3234,    4
3235,    3
3236,    1
3238,    14
3239,    7
324,    2
3240,    0
3241,    3
3242,    8
3243,    5
3244,    1
3245,    3
3246,    6
3247,    9
3248,    1
3249,    0
325,    10
3250,    7
3251,    2
3252,    11
3253,    12
3254,    10
3255,    13
3256,    18
3257,    2
3258,    2
3259,    3
326,    4
3260,    5
3261,    9
3262,    1
3263,    8
3264,    2
3265,    14
3266,    1
3267,    10
3268,    7
3269,    7
